date,close
2024-03-11,503.14010408222833
2024-03-12,502.4567148616872
2024-03-13,506.5290918719979
2024-03-14,516.0264982591183
2024-03-15,514.7329780002145
2024-03-18,513.4428013551562
2024-03-19,523.4226098443785
2024-03-20,528.4236893825629
2024-03-21,525.6127428705691
2024-03-22,529.2047626019406
2024-03-25,526.4279207338684
2024-03-26,523.6511207432663
2024-03-27,525.331351768457
2024-03-28,513.5615299331937
2024-03-29,503.19150978733796
2024-04-01,499.9576438087027
2024-04-02,494.0661469869377
2024-04-03,496.0815740429107
2024-04-04,490.85270260478734
2024-04-05,482.7488039244064
2024-04-08,491.46180668284285
2024-04-09,490.27914535661597
2024-04-10,490.82382347857896
2024-04-11,482.6483204892494
2024-04-12,479.6495249360768
2024-04-15,480.4325057781819
2024-04-16,473.9845986995802
2024-04-17,476.2691831417132
2024-04-18,472.9906121884874
2024-04-19,471.47930813069394
2024-04-22,468.2277096039779
2024-04-23,478.89533909711565
2024-04-24,478.9614471650844
2024-04-25,473.0625292681226
2024-04-26,477.89838006510246
2024-04-29,471.0894504830032
2024-04-30,472.41335536254905
2024-05-01,461.5721195299491
2024-05-02,454.41009403748166
2024-05-03,455.6214977237118
2024-05-06,459.81489896258336
2024-05-07,460.8996933123301
2024-05-08,460.39860870986666
2024-05-09,458.8757198667215
2024-05-10,450.94128686613413
2024-05-13,447.1969118057897
2024-05-14,444.8652160220098
2024-05-15,450.6796684628214
2024-05-16,452.6776293369455
2024-05-17,443.33414140696567
2024-05-20,445.195166712372
2024-05-21,443.2756341466531
2024-05-22,439.82138949467895
2024-05-23,443.1945449354431
2024-05-24,448.8464384189697
2024-05-27,454.02677982391805
2024-05-28,449.6122624856234
2024-05-29,448.0814499926096
2024-05-30,450.0011710462461
2024-05-31,455.4366944141809
2024-06-03,452.961274809567
2024-06-04,452.088848519927
2024-06-05,446.26043132964304
2024-06-06,440.0323420456994
2024-06-07,444.4771016278383
2024-06-10,451.90564998494966
2024-06-11,451.65079220249675
2024-06-12,457.25978759433315
2024-06-13,459.3862340248582
2024-06-14,455.9804280420871
2024-06-17,458.09960328846904
2024-06-18,466.77300726952797
2024-06-19,466.7123715742937
2024-06-20,475.70070482562545
2024-06-21,461.117063153054
2024-06-24,465.82721117730716
2024-06-25,466.45396731982896
2024-06-26,464.92274430916547
2024-06-27,465.57461776988447
2024-06-28,454.7380563567091
2024-07-01,453.6769995959474
2024-07-02,455.76204449332016
2024-07-03,464.05615545829494
2024-07-04,461.3174081366518
2024-07-05,457.0004628725712
2024-07-08,454.39338935236856
2024-07-09,459.55018144381717
2024-07-10,461.5051245273942
2024-07-11,458.71818043064536
2024-07-12,461.6907269356529
2024-07-15,462.36756744680764
2024-07-16,467.91371776942134
2024-07-17,464.12749029546995
2024-07-18,462.4448618825729
2024-07-19,460.4121352031084
2024-07-22,452.5326227783741
2024-07-23,454.27979574688453
2024-07-24,455.8418648090029
2024-07-25,456.0066182657675
2024-07-26,454.8611818429002
2024-07-29,447.33503310533354
2024-07-30,445.21623467876856
2024-07-31,443.5220464111835
2024-08-01,439.40440430051746
2024-08-02,438.6863770982536
2024-08-05,440.95082667183226
2024-08-06,451.1805517657481
2024-08-07,452.2623942517609
2024-08-08,453.798439836345
2024-08-09,453.52925795074
2024-08-12,443.33891769314795
2024-08-13,443.33086384746514
2024-08-14,443.78451798933514
2024-08-15,457.2352506612808
2024-08-16,456.3178921574541
2024-08-19,458.10951289816796
2024-08-20,458.0561273599682
2024-08-21,451.8126437733715
2024-08-22,458.18886254421665
2024-08-23,462.4806226683909
2024-08-26,467.0316565918737
2024-08-27,462.10142103931815
2024-08-28,470.0870661989593
2024-08-29,462.3839987713985
2024-08-30,465.79144785153323
2024-09-02,478.3408074151052
2024-09-03,472.83052621491373
2024-09-04,469.7691745111738
2024-09-05,470.4723887462887
2024-09-06,467.77881399850304
2024-09-09,459.29265678495926
2024-09-10,459.80861982828594
2024-09-11,454.1205604753801
2024-09-12,456.84575781092593
2024-09-13,451.96861105553097
2024-09-16,460.5916900804073
2024-09-17,456.4197571701776
2024-09-18,454.79563673102047
2024-09-19,459.3949853844578
2024-09-20,452.7952347277182
2024-09-23,454.169066566125
2024-09-24,461.4876232648927
2024-09-25,452.8067510199919
2024-09-26,453.94726848161974
2024-09-27,455.501785293675
2024-09-30,459.9333145335928
2024-10-01,453.29272191516515
2024-10-02,446.3005583422684
2024-10-03,449.23939594061824
2024-10-04,450.97853202923386
2024-10-07,452.47189546965205
2024-10-08,454.49323556694856
2024-10-09,450.9347874561307
2024-10-10,452.3289940327145
2024-10-11,454.05877392742747
2024-10-14,450.3181939863571
2024-10-15,460.65239041799686
2024-10-16,463.4181229192719
2024-10-17,456.9774644963898
2024-10-18,460.73024558659023
2024-10-21,455.50948561984825
2024-10-22,459.97013173310035
2024-10-23,466.54977028394177
2024-10-24,462.1162651026018
2024-10-25,467.62983357024603
2024-10-28,470.0929307513996
2024-10-29,474.89566253344606
2024-10-30,485.9747354477593
2024-10-31,484.69119677944076
2024-11-01,480.47113151390135
2024-11-04,475.51240660760976
2024-11-05,471.02126891759144
2024-11-06,470.7268688003056
2024-11-07,472.79971018663286
2024-11-08,474.51448417282114
2024-11-11,479.3918597129926
2024-11-12,479.6105231383858
2024-11-13,488.19590664041465
2024-11-14,486.79392974692496
2024-11-15,503.0969632125556
2024-11-18,507.0405240559606
2024-11-19,502.0024694107175
2024-11-20,495.7413549131493
2024-11-21,498.7694664061463
2024-11-22,497.5830336129923
2024-11-25,502.01522621426574
2024-11-26,505.02569129395636
2024-11-27,504.7359165034494
2024-11-28,499.78291306031116
2024-11-29,490.92710947465696
2024-12-02,488.4501817239773
2024-12-03,493.64383218559016
2024-12-04,495.0621917632702
2024-12-05,487.8629514692878
2024-12-06,489.02455374322807
2024-12-09,491.4383546956412
2024-12-10,486.39945962862646
2024-12-11,487.443760624618
2024-12-12,487.9307185466601
2024-12-13,481.4285270014272
2024-12-16,483.6450308626592
2024-12-17,487.0567493094196
2024-12-18,493.57620262538103
2024-12-19,500.0073929397132
2024-12-20,491.956772459097
2024-12-23,486.59733390080476
2024-12-24,489.7609302055988
2024-12-25,492.9377044493618
2024-12-26,496.14259640110197
2024-12-27,519.7750677835344
2024-12-30,523.505136532102
2024-12-31,530.8468862499171
2025-01-01,537.1200632617288
2025-01-02,541.4974439017702
2025-01-03,539.6145644093574
2025-01-06,544.7150128728701
2025-01-07,539.8486611572106
2025-01-08,538.4782037302874
2025-01-09,535.5116565803008
2025-01-10,536.198885337138
2025-01-13,551.4664759334422
2025-01-14,539.4088768514555
2025-01-15,544.0325011073672
2025-01-16,533.7653907733624
2025-01-17,530.9103724648237
2025-01-20,538.0549131869546
2025-01-21,538.6316727254876
2025-01-22,531.8699725498788
2025-01-23,527.482348618999
2025-01-24,531.9612112205431
2025-01-27,527.4774817763004
2025-01-28,529.0080657668036
2025-01-29,529.4562523864456
2025-01-30,525.4900925943098
2025-01-31,539.3467396910597
2025-02-03,543.6282744088093
2025-02-04,530.7356076150985
2025-02-05,532.0840336854418
2025-02-06,528.0336418733381
2025-02-07,533.6227866802448
2025-02-10,528.7305519500303
2025-02-11,528.1615016136099
2025-02-12,531.531232266983
2025-02-13,537.2432765515439
2025-02-14,529.7194167462028
2025-02-17,527.7556799077898
2025-02-18,524.9138245653776
2025-02-19,520.9708836289626
2025-02-20,532.285290277648
2025-02-21,535.0388633629364
2025-02-24,527.1624622804356
2025-02-25,533.1608291894278
2025-02-26,547.0766914457979
2025-02-27,554.0631001566558
2025-02-28,544.2159526516191
2025-03-03,541.2251310423138
2025-03-04,549.6810851037887
2025-03-05,545.196473317381
2025-03-06,548.2723016395148
2025-03-07,553.5586302834314
2025-03-10,547.5996790537322
2025-03-11,547.3728531576617
2025-03-12,526.649369959408
2025-03-13,520.3711688849353
2025-03-14,518.9520685597596
2025-03-17,511.3928733894312
2025-03-18,521.6657530252141
2025-03-19,512.9433275108015
2025-03-20,510.39494732468717
2025-03-21,511.3497096631021
2025-03-24,520.4266723789825
2025-03-25,511.6898363626603
2025-03-26,519.0377508282312
2025-03-27,519.2572446905622
2025-03-28,513.3312308923605
2025-03-31,516.340562571767
2025-04-01,517.7307239202039
2025-04-02,514.1693400665655
2025-04-03,514.7546048150707
2025-04-04,512.5337325399112
2025-04-07,513.3863787251078
2025-04-08,517.6370415511313
2025-04-09,527.7414609364458
2025-04-10,520.1164456673673
2025-04-11,533.7615058710602
2025-04-14,521.5598679556508
2025-04-15,520.7669590736595
2025-04-16,524.6138419046581
2025-04-17,526.5437137186819
2025-04-18,522.7806458555799
2025-04-21,521.633113929377
2025-04-22,518.71182717855
2025-04-23,515.2107836620494
2025-04-24,520.6465115424036
2025-04-25,523.0387309036041
2025-04-28,518.8633747730361
2025-04-29,524.6523222876397
2025-04-30,526.74859964556
2025-05-01,532.0714259459886
2025-05-02,536.2675975939067
2025-05-05,531.1185984758907
2025-05-06,527.7185926257895
2025-05-07,532.6319692081396
2025-05-08,536.7085123335548
2025-05-09,536.7349087755268
2025-05-12,537.6523969558087
2025-05-13,546.1230014663053
2025-05-14,542.4225830187686
2025-05-15,546.1592171252923
2025-05-16,544.9991460947423
2025-05-19,543.7404687016182
2025-05-20,551.1226477872045
2025-05-21,556.7756476685846
2025-05-22,562.4062690919412
2025-05-23,571.4575676542299
2025-05-26,571.773125668808
2025-05-27,576.6443593741839
2025-05-28,574.6737645763598
2025-05-29,577.0866970421694
2025-05-30,576.3590362939993
2025-06-02,577.2034159304272
2025-06-03,581.5149199311875
2025-06-04,576.0059445800022
2025-06-05,590.8289958432828
2025-06-06,583.9144134777439
2025-06-09,575.6409735052496
2025-06-10,583.8718284758288
2025-06-11,589.6218736254617
2025-06-12,594.2326308282975
2025-06-13,598.9098124135091
2025-06-16,599.0014758219389
2025-06-17,592.7643948232148
2025-06-18,593.4818689188799
2025-06-19,588.8554417863116
2025-06-20,595.9651310626067
2025-06-23,595.0928666960051
2025-06-24,589.4037929086088
2025-06-25,587.3112250884882
2025-06-26,590.4057738751612
2025-06-27,586.6012914953507
2025-06-30,581.0162430145172
2025-07-01,582.892605927316
2025-07-02,584.7840061799358
2025-07-03,581.4117749918228
2025-07-04,578.3081054587179
2025-07-07,580.0947082663455
2025-07-08,570.2725293471418
2025-07-09,560.8899972340006
2025-07-10,556.2420116390317
2025-07-11,554.9855661428435
2025-07-14,557.2271671376817
2025-07-15,567.3504962113287
2025-07-16,573.3917625248969
2025-07-17,572.4640421406149
2025-07-18,572.5051496862075
2025-07-21,565.8286976680315
2025-07-22,565.8727448281375
2025-07-23,564.0852072651686
2025-07-24,566.4438394382748
2025-07-25,561.0169776187721
2025-07-28,564.6936243990333
2025-07-29,575.3486433592672
2025-07-30,574.7706384372107
2025-07-31,577.72132296732
2025-08-01,582.7005045962629
2025-08-04,580.0757476724596
2025-08-05,581.8122517717237
2025-08-06,582.0747716119585
2025-08-07,582.9322825782374
2025-08-08,577.723227489652
2025-08-11,578.0665676045236
2025-08-12,581.7059098025262
2025-08-13,592.1018912637745
2025-08-14,599.1368185333782
2025-08-15,615.0036317653277
2025-08-18,609.5494040632165
2025-08-19,616.1484039273641
2025-08-20,617.6907662888719
2025-08-21,634.3276310981089
2025-08-22,628.3931526429571
2025-08-25,622.2794993776025
2025-08-26,618.0050543451455
2025-08-27,602.6339035842446
2025-08-28,599.0234985773552
2025-08-29,593.7695226647206
2025-09-01,595.0205605670332
2025-09-02,597.6450597910012
2025-09-03,611.4364850670012
2025-09-04,618.6354518130612
2025-09-05,614.5518632155831
2025-09-08,608.1443967585651
2025-09-09,611.9284589235301
2025-09-10,602.4909111430621
2025-09-11,616.063526222914
2025-09-12,625.0323239069653
2025-09-15,621.7096970722456
2025-09-16,609.2420505399144
2025-09-17,619.4067176937501
2025-09-18,618.7415361394583
2025-09-19,628.1892223552478
